"feedname","eventname","timestamp","type","value"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 17:15:11","domain","liual.by"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 17:15:12","domain","amgpartyrentals.com"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 18:15:10","domain","liual.by"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 18:15:10","domain","amgpartyrentals.com"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 18:15:11","domain","liual.by"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 18:15:11","domain","amgpartyrentals.com"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 18:30:08","domain","liual.by"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 18:30:08","domain","amgpartyrentals.com"
"CASTALDI-T","ThreatIngestor Event: Twitter-Lokibot","10/12/2020 20:15:10","domain","nilemixitupd.biz.pl"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 20:30:09","domain","liual.by"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 20:30:09","domain","amgpartyrentals.com"
"CASTALDI-T","ThreatIngestor Event: Twitter-Njrat","10/12/2020 21:15:09","domain","karinepidh.ddns.net"
"CASTALDI-T","ThreatIngestor Event: Twitter-IcedID","10/12/2020 21:15:13","domain","killwaterkolonn.cyou"
"CASTALDI-T","ThreatIngestor Event: Twitter-IcedID","10/12/2020 21:15:13","domain","razunimorep.online"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 22:00:08","domain","liual.by"
"CASTALDI-T","ThreatIngestor Event: Twitter-Qbot","10/12/2020 22:00:09","domain","amgpartyrentals.com"
"CASTALDI-T","ThreatIngestor Event: Twitter-Trickbot","11/12/2020 11:45:08","domain","app.any.run"
