"eventname","timestamp","type","value"
"ThreatIngestor Event: Twitter-Asyncrat","01/12/2020 00:45:11","sha256","203d3fa9bf0e381fe7313d08c55430d64c65870ab975cf270778d2fcbfd2eb83"
"ThreatIngestor Event: Twitter-Njrat","01/12/2020 01:15:08","sha256","5ae5300c86e4471e8e3e9a0a9b08a0e02f491bede831d6378813e0a0ff21b0fe"
"ThreatIngestor Event: Twitter-Njrat","01/12/2020 01:15:09","sha256","de693735a5bb6a4d26e4aaf2fad7d0be3e34e114e76ecb65f4a94bfc212c5d5e"
"ThreatIngestor Event: Twitter-Njrat","01/12/2020 01:30:08","sha256","d344ada97742b49ed37fa6c43ede573569e5ae3a121944208ebf24f6eb0d358f"
"ThreatIngestor Event: Twitter-Njrat","01/12/2020 04:30:09","sha256","1253331034363bc37bfe3c9b2664ef9ed65dc8422a25e70cba57e03a83e0d3e9"
"ThreatIngestor Event: Twitter-Njrat","01/12/2020 05:45:09","sha256","1253331034363bc37bfe3c9b2664ef9ed65dc8422a25e70cba57e03a83e0d3e9"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:00:11","sha256","4d2431fa3f8f634d4ab3002b117eda343a910b9329e7a0745855eeed35f6ea58"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:00:12","sha256","99b6752f4009fd4bbf0c62cf0f30285fbf28bbdd3c5b7fee0bf1b7fe20a8a406"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:15:10","sha256","4d2431fa3f8f634d4ab3002b117eda343a910b9329e7a0745855eeed35f6ea58"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:15:10","sha256","99b6752f4009fd4bbf0c62cf0f30285fbf28bbdd3c5b7fee0bf1b7fe20a8a406"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:15:10","sha256","4d2431fa3f8f634d4ab3002b117eda343a910b9329e7a0745855eeed35f6ea58"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:15:10","sha256","99b6752f4009fd4bbf0c62cf0f30285fbf28bbdd3c5b7fee0bf1b7fe20a8a406"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:15:11","sha256","4d2431fa3f8f634d4ab3002b117eda343a910b9329e7a0745855eeed35f6ea58"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 11:15:11","sha256","99b6752f4009fd4bbf0c62cf0f30285fbf28bbdd3c5b7fee0bf1b7fe20a8a406"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 12:45:09","sha256","4d2431fa3f8f634d4ab3002b117eda343a910b9329e7a0745855eeed35f6ea58"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 12:45:09","sha256","99b6752f4009fd4bbf0c62cf0f30285fbf28bbdd3c5b7fee0bf1b7fe20a8a406"
"ThreatIngestor Event: Twitter-Asyncrat","01/12/2020 12:45:11","sha256","7a85bf3b04cbd9b511bd57e32d38b84c8307d12e97f08bfab3ca429d70dc85f9"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 14:45:09","md5","897285413e9a2bc5207996e43432078f"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 14:45:10","md5","897285413e9a2bc5207996e43432078f"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 15:15:10","md5","897285413e9a2bc5207996e43432078f"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 16:15:11","sha256","4d2431fa3f8f634d4ab3002b117eda343a910b9329e7a0745855eeed35f6ea58"
"ThreatIngestor Event: Twitter-Ursnif","01/12/2020 16:15:11","sha256","99b6752f4009fd4bbf0c62cf0f30285fbf28bbdd3c5b7fee0bf1b7fe20a8a406"
"ThreatIngestor Event: Twitter-Asyncrat","01/12/2020 20:15:12","sha256","32ac22ae67128eee2d9771d0d579ca2fd222dc5937480391df2b1f50af84bd1e"
"ThreatIngestor Event: Twitter-Njrat","01/12/2020 21:00:09","sha256","c3717ad010d1bac8e8b800b81702687598e8fc65e6069b93acd6033c6a8298fc"
"ThreatIngestor Event: Twitter-Asyncrat","01/12/2020 21:30:12","sha256","a8e0a5a7a055e7d431c3e28f77d81c9d7a4a6f3449382c7a88ae52a52091cdd7"
"ThreatIngestor Event: Twitter-Asyncrat","01/12/2020 21:45:10","sha256","99c1bb646297307dad07a81cc77cd283f6eb854ab9b33a322725add022528bec"
"ThreatIngestor Event: Twitter-Njrat","02/12/2020 05:30:09","sha256","1253331034363bc37bfe3c9b2664ef9ed65dc8422a25e70cba57e03a83e0d3e9"
"ThreatIngestor Event: Twitter-Lokibot","02/12/2020 10:30:09","md5","c5451c0aca45d9d9eb8c810c4b6b6827"
"ThreatIngestor Event: Twitter-Lokibot","02/12/2020 13:15:10","md5","c5451c0aca45d9d9eb8c810c4b6b6827"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","d059c455c7ae424b5e0894f5bba76e445a1c70562eea0367313b7a0e446a125d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","bd0d627ee3975e635af6f305cd303e77ed0d03e59d5de8334b3ea00ff771af0d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","6bda1885bb0337153468b0f8bc583130bd259c381b93f810ecb8b03eec8f0675"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","d059c455c7ae424b5e0894f5bba76e445a1c70562eea0367313b7a0e446a125d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","bd0d627ee3975e635af6f305cd303e77ed0d03e59d5de8334b3ea00ff771af0d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","6bda1885bb0337153468b0f8bc583130bd259c381b93f810ecb8b03eec8f0675"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:10","sha256","d059c455c7ae424b5e0894f5bba76e445a1c70562eea0367313b7a0e446a125d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:11","sha256","bd0d627ee3975e635af6f305cd303e77ed0d03e59d5de8334b3ea00ff771af0d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:00:11","sha256","6bda1885bb0337153468b0f8bc583130bd259c381b93f810ecb8b03eec8f0675"
"ThreatIngestor Event: Twitter-Lokibot","02/12/2020 15:00:11","md5","c5451c0aca45d9d9eb8c810c4b6b6827"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:15:09","sha256","d059c455c7ae424b5e0894f5bba76e445a1c70562eea0367313b7a0e446a125d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:15:09","sha256","bd0d627ee3975e635af6f305cd303e77ed0d03e59d5de8334b3ea00ff771af0d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:15:09","sha256","6bda1885bb0337153468b0f8bc583130bd259c381b93f810ecb8b03eec8f0675"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:15:09","sha256","d059c455c7ae424b5e0894f5bba76e445a1c70562eea0367313b7a0e446a125d"
"ThreatIngestor Event: Twitter-Dridex","02/12/2020 15:15:10","sha256","bd0d627ee3975e635af6f305cd303e77ed0d03e59d5de8334b3ea00ff771af0d"
